,name,symbol,has_intraday,has_eod,country,stock_exchange
2228,ORIENTAL LAND CO,4661.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2230,MITSUBISHI CORP,8058.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2231,TOKIO MARINE HOLDINGS INC,8766.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2232,NIDEC CORPORATION,6594.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2233,JAPAN TOBACCO INC,2914.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2234,KAO CORP,4452.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2235,JAPAN POST HLDGS CO LTD,6178.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2236,MURATA MANUFACTURING CO,6981.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2237,MIZUHO FINANCIAL GROUP,8411.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2238,HOYA CORP,7741.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2239,ITOCHU CORP,8001.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2240,CENTRAL JAPAN RAILWAY CO,9022.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2242,JAPAN POST BANK CO LTD,7182.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2243,HITACHI,6501.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2245,FANUC CORPORATION,6954.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2246,TOKYO ELECTRON,8035.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2247,SEVEN & I HOLDINGS CO LTD,3382.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2248,DENSO CORP,6902.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2250,ASTELLAS PHARMA,4503.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2251,EAST JAPAN RAILWAY CO,9020.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2253,MITSUI & CO,8031.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2255,CANON INC,7751.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2259,MITSUBISHI ELECTRIC CORP,6503.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2260,SMC CORP,6273.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2261,TERUMO CORP,4543.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2262,OLYMPUS CORPORATION,7733.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2263,SHISEIDO COMPANY LIMITED,4911.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2264,MITSUBISHI ESTATE CO,8802.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2265,MITSUI FUDOSAN,8801.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2266,KYOCERA CORP,6971.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2268,PANASONIC CORP,6752.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2269,BRIDGESTONE CORP,5108.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2273,FUJITSU,6702.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2274,EISAI CO,4523.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2275,ORIX CORPORATION,8591.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2276,OTSUKA HLDGS CO LTD,4578.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2277,FUJIFILM HOLDINGS CORPORATION,4901.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2278,UNICHARM CORP,8113.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2279,SUZUKI MOTOR CORP,7269.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2280,KOMATSU,6301.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2281,M3 INC,2413.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2282,SUBARU CORPORATION,7270.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2283,DAIWA HOUSE INDUSTRY CO,1925.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2284,Z HOLDINGS CORPORATION,4689.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2285,MS&AD INS GP HLDGS,8725.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2288,SUMITOMO CORP,8053.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2289,ASAHI GROUP HLDGS,2502.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2290,SECOM CO,9735.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2291,KUBOTA CORP,6326.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2293,KIRIN HOLDINGS COMPANY LIMITED,2503.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2294,NTT DATA CORP,9613.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2295,NISSAN MOTOR CO,7201.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2296,SHIONOGI & CO,4507.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2298,TOYOTA INDUSTRIES CORP,6201.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2299,AEON CO LTD,8267.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2300,NITORI HOLDINGS CO LTD,9843.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2302,DAI-ICHI LIFE HOLDINGS INC,8750.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2303,SUMITOMO REALTY & DEVELOPMENT CO,8830.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2304,NIPPON PAINT HOLDINGS CO LTD,4612.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2306,NOMURA HOLDINGS INC.,8604.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2307,NEXON CO LTD,3659.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2308,WEST JAPAN RAILWAY CO,9021.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2311,SEKISUI HOUSE,1928.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2312,SYSMEX CORP,6869.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2313,SOMPO HOLDINGS INC,8630.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2314,NOMURA RESEARCH INSTITUTE,4307.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2315,KYOWA KIRIN CO LTD,4151.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2316,SHIMANO INC,7309.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2317,JXTG HOLDINGS INC,5020.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2319,SUMITOMO MITSUI TRUST HOLDINGS INC,8309.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2321,TOSHIBA CORP,6502.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2323,INPEX CORPORATION,1605.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2324,TDK CORP,6762.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2325,SUNTORY BEVERAGE & FOOD LIMITED,2587.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2326,LINE CORP,3938.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2327,BANDAI NAMCO HOLDINGS INC,7832.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2329,MARUBENI CORP,8002.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2330,ASAHI KASEI CORP,3407.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2331,FAMILYMART CO LTD,8028.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2332,OMRON CORP,6645.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2333,RAKUTEN INC,4755.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2334,OBIC CO LTD,4684.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2335,RENESAS ELECTRONICS CORP,6723.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2336,PAN PACIFIC INTL HLDGS CORP,7532.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2337,NIPPON BUILDING FUND INC,8951.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2338,TOYOTA TSUSHO CORP,8015.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2341,MITSUBISHI HEAVY INDUSTRIES,7011.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2343,ONO PHARMACEUTICAL CO,4528.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2344,NEC CORP,6701.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2348,NIPPON STEEL CORPORATION,5401.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2349,HITACHI HIGH-TECH CORPORATION,8036.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2350,ORACLE CORP JAPAN,4716.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2351,CHUBU ELECTRIC POWER CO INC,9502.XTKS,False,True,,"{'name': 'Tokyo Stock Exchange', 'acronym': 'TSE', 'mic': 'XTKS', 'country': 'Japan', 'country_code': 'JP', 'city': 'Tokyo', 'website': 'www.jpx.co.jp'}"
2395,MALAYAN BANKING BHD,MAYBANK.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2396,TENAGA NASIONAL BHD,TENAGA.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2397,PUBLIC BANK BHD,PBBANK.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2398,IHH HEALTHCARE BERHAD,IHH.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2399,CIMB GROUP HOLDINGS BERHAD,CIMB.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2400,MAXIS BERHAD,MAXIS.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2401,PETRONAS CHEMICALS GROUP BHD,PCHEM.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2402,AXIATA GROUP BERHAD,AXIATA.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2403,NESTLE (M) BHD,NESTLE.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2404,MISC BHD,MISC.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2405,PETRONAS GAS BHD,PETGAS.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2406,SIME DARBY PLANTATION BERHAD,SIMEPLT.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2407,DIGI.COM BHD,DIGI.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2408,HONG LEONG BANK BHD,HLBANK.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
2409,IOI CORPORATION BHD,IOICORP.XKLS,False,True,,"{'name': 'Malaysia Stock Exchange', 'acronym': 'MYX', 'mic': 'XKLS', 'country': 'Malaysia', 'country_code': 'MY', 'city': 'Kuala Lumpur', 'website': 'www.bursamalaysia.com'}"
